set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
1038,z,NN,law,n,0,0,law#1 jurisprudence#2,"the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order"""
1038,z,NN,Ala,n,0,0,ala#1,"a flat wing-shaped process or winglike part of an organism; ""the alae of the nose""; ""the alae of a maple seed""; ""the flat petals of a pea blossom are alae"""
1039,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
1039,z,RP,off,r,0,0,off#1 forth#1 away#1,"from a particular thing or place or position (`forth' is obsolete); ""ran away from the lion""; ""wanted to get away from there""; ""sent the children away to boarding school""; ""the teacher waved the children away from the dead animal""; ""went off to school""; ""they drove off""; ""go forth and preach"""
1040,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1040,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1040,z,CS,as,n,0,0,atomic_number_33#1 as#1 arsenic#2,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
1041,z,NN,Mr,n,0,0,mr.#1 mr#1 mister#1,a form of address for a man
1042,z,NN,vikings,n,0,0,viking#1,any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries
1043,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1044,z,NN,raceme,n,0,0,raceme#1,usually elongate cluster of flowers along the main stem in which the flowers at the base open first
1045,NULL,NP,jus,NULL,NULL,NULL,NULL,NULL
1045,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1046,z,NN,lover,n,0,0,lover#1,a person who loves someone or is loved by someone
1047,NULL,JJ,chua,NULL,NULL,NULL,NULL,NULL
1048,z,NN,honey,n,0,0,honey#1,a sweet yellow liquid produced by bees
1049,z,NNP,samson,n,0,0,samson#1,(Old Testament) a judge of Israel who performed herculean feats of strength against the Philistines until he was betrayed to them by his mistress Delilah
1050,z,NN,co,n,0,0,co#1 carbon_monoxide_gas#1 carbon_monoxide#1,an odorless very poisonous gas that is a product of incomplete combustion of carbon
1050,n,NN,cop,n,0,0.25,pig#4 fuzz#2 copper#3 cop#1 bull#5,uncomplimentary terms for a policeman
1050,z,NNP,uta,n,0,0,uta#1 genus_uta#1,a reptile genus of Iguanidae
1051,z,NN,philippines,n,0,0,republic_of_the_philippines#1 philippines#1,a republic on the Philippine Islands; achieved independence from the United States in 1946
1052,z,NNP,jason,n,0,0,jason#1,(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece
1053,z,NN,cheese,n,0,0,cheese#1,a solid food prepared from the pressed curd of milk
1054,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1054,z,VBN,sprung,v,0,0,spring#1 leap#1 jump#1 bound#1,"move forward by leaps and bounds; ""The horse bounded across the meadow""; ""The child leapt across the puddle""; ""Can you jump over the fence?"""
1055,NULL,NN,hardhead,NULL,NULL,NULL,NULL,NULL
1055,z,VB,live,v,0,0,populate#1 live#1 inhabit#1 dwell#3,"inhabit or live in; be an inhabitant of; ""People lived in Africa millions of years ago""; ""The people inhabited the islands that are now deserted""; ""this kind of fish dwells near the bottom of the ocean""; ""deer are populating the woods"""
1056,NULL,JJ,pink,NULL,NULL,NULL,NULL,NULL
1057,NULL,PP$,mah,NULL,NULL,NULL,NULL,NULL
1057,NULL,NP,alk,NULL,NULL,NULL,NULL,NULL
1058,z,JJ,serbian,a,0,0,serbian#1,of or relating to the people or language or culture of the region of Serbia
1059,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
1059,z,NN,ray,n,0,0,shaft_of_light#1 shaft#4 ray_of_light#1 ray#1 light_beam#1 irradiation#2 beam_of_light#1 beam#4,a column of light (as from a beacon)
1060,z,VB,stay,v,0,0,stay#1 rest#6 remain#1,"stay the same; remain in a certain state; ""The dress remained wet after repeated attempts to dry it""; ""rest assured""; ""stay alone""; ""He remained unmoved by her tears""; ""The bad weather continued for another week"""
1061,NULL,NP,sisi,NULL,NULL,NULL,NULL,NULL
1062,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
1062,NULL,PPO,you,NULL,NULL,NULL,NULL,NULL
1063,NULL,NNP,roger,NULL,NULL,NULL,NULL,NULL
1064,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
1065,z,NNP,mag,n,0,0,magazine#1 mag#1,"a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it; ""it takes several years before a magazine starts to break even or make money"""
1065,NULL,NN,anda,NULL,NULL,NULL,NULL,NULL
1065,NULL,NP,ako,NULL,NULL,NULL,NULL,NULL
1066,NULL,NN,ger,NULL,NULL,NULL,NULL,NULL
1067,z,NN,soccer,n,0,0,soccer#1 association_football#1,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal
1068,z,PPS,he,n,0,0,helium#1 he#1 atomic_number_2#1,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)
1068,n,NN,roe,n,0,0.25,roe#1 hard_roe#1,fish eggs or egg-filled ovary; having a grainy texture
1068,NULL,FW-IN-TL,auf,NULL,NULL,NULL,NULL,NULL
1069,z,NN,Dec,n,0,0,december#1 dec#1,the last (12th) month of the year
1070,z,NN,coach,n,0,0,manager#2 handler#3 coach#1,(sports) someone in charge of training an athlete or a team
1071,n,AT,an,n,0,0.125,associate_in_nursing#1 an#1,an associate degree in nursing
1071,NULL,NP,klam,NULL,NULL,NULL,NULL,NULL
1072,n,NN,poops,n,0,0.25,turd#1 shite#1 shit#1 poop#1 dirt#3 crap#1,obscene terms for feces
1072,z,NN,hoe,n,0,0,hoe#1,a tool with a flat blade attached at right angles to a long handle
1073,NULL,NNP,tina,NULL,NULL,NULL,NULL,NULL
1074,z,NN,scilla,n,0,0,squill#3 scilla#1,an Old World plant of the genus Scilla having narrow basal leaves and pink or blue or white racemose flowers
1075,z,NN,tay,n,0,0,tay#1,a branch of the Tai languages
1075,NULL,NNP,shaun,NULL,NULL,NULL,NULL,NULL
1076,n,NN,loser,n,0,0.375,loser#1 also-ran#1,a contestant who loses the contest
1076,z,NN,face,n,0,0,human_face#1 face#1,"the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"""
1077,NULL,JJ,red,NULL,NULL,NULL,NULL,NULL
1078,NULL,IN-HL,to,NULL,NULL,NULL,NULL,NULL
1078,NULL,NP,maza,NULL,NULL,NULL,NULL,NULL
1079,z,NN,broadway,n,0,0,great_white_way#1 broadway#1,a street in Manhattan that passes through Times Square; famous for its theaters
1080,p,VB,snuggle,v,0.25,0,snuggle#1 nuzzle#1 nestle#1 nest#3 draw_close#1 cuddle#1,"move or arrange oneself in a comfortable and cozy position; ""We cuddled against each other to keep warm""; ""The children snuggled into their sleeping bags"""
1081,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1082,z,NN,sister,n,0,0,sister#1 sis#1,"a female person who has the same parents as another person; ""my sister married a musician"""
1083,NULL,NNP,kristin,NULL,NULL,NULL,NULL,NULL
1084,NULL,NNP,gina,NULL,NULL,NULL,NULL,NULL
1084,z,VB,cook,v,0,0,cook#1,"prepare a hot meal; ""My husband doesn't cook"""
1085,NULL,KK,Fujitsu,NULL,NULL,NULL,NULL,NULL
1086,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1087,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
1087,NULL,KK,gurl,NULL,NULL,NULL,NULL,NULL
1088,z,NNP,buster,n,0,0,fellow#6 dude#1 buster#1,"an informal form of address for a man; ""Say, fellow, what are you doing?""; ""Hey buster, what's up?"""
1089,NULL,NNP,kory,NULL,NULL,NULL,NULL,NULL
1090,p,VB,snuggle,v,0.25,0,snuggle#1 nuzzle#1 nestle#1 nest#3 draw_close#1 cuddle#1,"move or arrange oneself in a comfortable and cozy position; ""We cuddled against each other to keep warm""; ""The children snuggled into their sleeping bags"""
1091,NULL,JJ,crotchety,NULL,NULL,NULL,NULL,NULL
1092,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1092,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
1092,NULL,NP,hort,NULL,NULL,NULL,NULL,NULL
1093,z,NNP,piggy,n,0,0,shote#1 shoat#1 piglet#1 piggy#1,a young pig
1094,NULL,NN,babi,NULL,NULL,NULL,NULL,NULL
1094,NULL,KK,gurl,NULL,NULL,NULL,NULL,NULL
1095,NULL,NNP,timmy,NULL,NULL,NULL,NULL,NULL
1096,z,NN,beatles,n,0,0,beatles#1,a rock group from Liverpool who between 1962 and 1970 produced a variety of hit songs and albums (most of them written by Paul McCartney and John Lennon)
1097,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
1098,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1098,n,NN,sin,n,0,0.125,wickedness#4 sinfulness#1 sin#1,estrangement from god
1099,NULL,NNP,cameron,NULL,NULL,NULL,NULL,NULL
1100,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
1101,n,NN,monkey,n,0,0.125,monkey#1,any of various long-tailed primates (excluding the prosimians)
1102,NULL,NNP,tony,NULL,NULL,NULL,NULL,NULL
1103,z,VBN,iced,v,0,0,ice#1 frost#1,"decorate with frosting; ""frost a cake"""
1103,z,RP,out,r,0,0,out#1,"away from home; ""they went out last night"""
1104,NULL,JJ,blue,NULL,NULL,NULL,NULL,NULL
1105,NULL,NNP,lilly,NULL,NULL,NULL,NULL,NULL
1106,z,VB,die,v,0,0,snuff_it#1 pop_off#2 perish#1 pass_away#1 pass#24 kick_the_bucket#1 go#17 give-up_the_ghost#1 expire#2 exit#3 drop_dead#1 die#1 decease#1 croak#1 conk#3 choke#12 cash_in_one's_chips#1 buy_the_farm#1,"pass from physical life and lose all bodily attributes and functions necessary to sustain life; ""She died from cancer""; ""The children perished in the fire""; ""The patient went peacefully""; ""The old guy kicked the bucket at the age of 102"""
1107,NULL,NNP,marie,NULL,NULL,NULL,NULL,NULL
1108,z,NNS,inches,n,0,0,inch#1 in#1,a unit of length equal to one twelfth of a foot
1109,NULL,NNP,raymond,NULL,NULL,NULL,NULL,NULL
1110,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1110,z,PPO,me,n,0,0,pine_tree_state#1 me#1 maine#1,a state in New England
1111,n,NN,killer,n,0,0.375,slayer#1 killer#1,someone who causes the death of a person or animal
1112,z,NN,sunshine,n,0,0,sunshine#1 sunlight#1 sun#2,"the rays of the sun; ""the shingles were weathered by the sun and wind"""
1113,NULL,NNP,kenny,NULL,NULL,NULL,NULL,NULL
1114,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1115,NULL,NP,soren,NULL,NULL,NULL,NULL,NULL
1116,z,FW-NN,mem,n,0,0,mem#1,the 13th letter of the Hebrew alphabet
1116,NULL,NN,eme,NULL,NULL,NULL,NULL,NULL
1117,z,NN,police,n,0,0,police_force#1 police#1 law#7 constabulary#1,"the force of policemen and officers; ""the law came looking for him"""
1118,z,NN,port,n,0,0,port#1,a place (seaport or airport) where people and merchandise can enter or leave a country
1118,z,NN,ogee,n,0,0,ogee#1 cyma_reversa#1,a molding that (in section) has the shape of an S with the convex part above and the concave part below
1119,NULL,NNP,manny,NULL,NULL,NULL,NULL,NULL
1119,NULL,PP$,her,NULL,NULL,NULL,NULL,NULL
1120,NULL,JJ,cherry,NULL,NULL,NULL,NULL,NULL
1121,NULL,JJ,sheer,NULL,NULL,NULL,NULL,NULL
1122,NULL,NN,easer,NULL,NULL,NULL,NULL,NULL
1123,NULL,NNP,jacki,NULL,NULL,NULL,NULL,NULL
1123,n,NNP,ed,n,0,0.5,male_erecticle_dysfunction#1 erectile_dysfunction#1 ed#1,impotence resulting from a man's inability to have or maintain an erection of his penis
1124,NULL,VBN,gor,NULL,NULL,NULL,NULL,NULL
1124,NULL,NN,ona,NULL,NULL,NULL,NULL,NULL
1125,NULL,MD,mai,NULL,NULL,NULL,NULL,NULL
1126,z,NNP,shay,n,0,0,shay#1 chaise#2,a carriage consisting of two wheels and a calash top; drawn by a single horse
1126,n,NN,den,n,0,0.125,lair#1 den#1,the habitation of wild animals
1127,p,JJ,fat,a,0.125,0,fat#1,"having an (over)abundance of flesh; ""he hadn't remembered how fat she was"""
1127,z,NN,ass,n,0,0,tush#1 tooshie#1 tail_end#3 tail#4 stern#3 seat#2 rump#3 rear_end#1 rear#4 prat#1 posterior#1 nates#1 keister#1 hindquarters#1 hind_end#1 fundament#2 fanny#1 derriere#1 can#4 buttocks#1 butt#4 buns#1 bum#4 bottom#3 behind#1 backside#2 ass#1 arse#1,"the fleshy part of the human body that you sit on; ""he deserves a good kick in the butt""; ""are you going to sit on your fanny and do nothing?"""
1128,NULL,NNP,casey,NULL,NULL,NULL,NULL,NULL
1129,NULL,NNP,millie,NULL,NULL,NULL,NULL,NULL
1130,NULL,NNP,jackie,NULL,NULL,NULL,NULL,NULL
1131,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
1132,z,NN,cent,n,0,0,cent#1,a fractional monetary unit of several countries
1133,NULL,NNP,jazmin,NULL,NULL,NULL,NULL,NULL
1134,NULL,NNP,Dustin,NULL,NULL,NULL,NULL,NULL
1134,z,NN,ray,n,0,0,shaft_of_light#1 shaft#4 ray_of_light#1 ray#1 light_beam#1 irradiation#2 beam_of_light#1 beam#4,a column of light (as from a beacon)
1135,NULL,NN,dunst,NULL,NULL,NULL,NULL,NULL
1136,NULL,JJ,abid,NULL,NULL,NULL,NULL,NULL
1136,z,IN,in,n,0,0,inch#1 in#1,a unit of length equal to one twelfth of a foot
1137,NULL,JJ,blue,NULL,NULL,NULL,NULL,NULL
1138,NULL,JJ,titanic,NULL,NULL,NULL,NULL,NULL
1139,z,FW-PP$,mon,n,0,0,monday#1 mon#1,the second day of the week; the first working day
1139,z,NN,chichi,n,0,0,chichi#1,someone who dresses in a trendy fashionable way
1140,NULL,VB,kar,NULL,NULL,NULL,NULL,NULL
1141,p,JJ,deep,a,0.25,0.125,deep#1,"relatively deep or strong; affecting one deeply; ""a deep breath""; ""a deep sigh""; ""deep concentration""; ""deep emotion""; ""a deep trance""; ""in a deep sleep"""
1141,z,NN,ass,n,0,0,tush#1 tooshie#1 tail_end#3 tail#4 stern#3 seat#2 rump#3 rear_end#1 rear#4 prat#1 posterior#1 nates#1 keister#1 hindquarters#1 hind_end#1 fundament#2 fanny#1 derriere#1 can#4 buttocks#1 butt#4 buns#1 bum#4 bottom#3 behind#1 backside#2 ass#1 arse#1,"the fleshy part of the human body that you sit on; ""he deserves a good kick in the butt""; ""are you going to sit on your fanny and do nothing?"""
1142,z,NN,nast,n,0,0,thomas_nast#1 nast#1,United States political cartoonist (1840-1902)
1142,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1142,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1143,z,VB,play,v,0,0,play#1,"participate in games or sport; ""We played hockey all afternoon""; ""play cards""; ""Pele played for the Brazilian teams in many important matches"""
1143,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1144,z,NN,apple,n,0,0,apple#1,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
1145,p,JJ,lucky,a,0.875,0,lucky#2,"having or bringing good fortune; ""my lucky day""; ""a lucky man"""
1146,z,NN,niece,n,0,0,niece#1,a daughter of your brother or sister
1147,z,NN,Feb,n,0,0,february#1 feb#1,the month following January and preceding March
1148,z,NN,jackass,n,0.125,0.125,zany#2 twat#1 jackass#1 goose#2 goofball#1 goof#1 fathead#1 cuckoo#1 bozo#1,a man who is a stupid incompetent fool
1149,z,RB,forever,r,0.125,0.125,forever#1 evermore#2 everlastingly#1 eternally#1,"for a limitless time; ""no one can live forever""; ""brightly beams our Father's mercy from his lighthouse evermore""- P.P.Bliss"
1150,z,NN,ant,n,0,0,pismire#1 emmet#1 ant#1,social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers
1151,z,NN,jiggers,n,0,0,shot_glass#1 pony#4 jigger#1,a small glass adequate to hold a single swallow of whiskey
1152,z,NN,apple,n,0,0,apple#1,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
1153,NULL,NN,arn,NULL,NULL,NULL,NULL,NULL
1153,z,NN,apple,n,0,0,apple#1,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
1154,NULL,NNP,omar,NULL,NULL,NULL,NULL,NULL
1154,z,NN,ion,n,0,0,ion#1,a particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons
1155,p,NNP,donna,n,0.25,0,donna#1,an Italian woman of rank
1156,NULL,KK,razy,NULL,NULL,NULL,NULL,NULL
1157,z,NN,summit,n,0,0,top#5 tiptop#1 superlative#2 summit#1 pinnacle#2 peak#3 meridian#1 height#2 elevation#2 acme#1,"the highest level or degree attainable; the highest stage of development; ""his landscapes were deemed the acme of beauty""; ""the artist's gifts are at their acme""; ""at the height of her career""; ""the peak of perfection""; ""summer was at its peak""; ""...catapulted Einstein to the pinnacle of fame""; ""the summit of his ambition""; ""so many highest superlatives achieved by man""; ""at the top of his profession"""
1158,NULL,NNP,meagan,NULL,NULL,NULL,NULL,NULL
1159,z,NN,beach,n,0,0,beach#1,an area of sand sloping down to the water of a sea or lake
1160,NULL,NNP,jess,NULL,NULL,NULL,NULL,NULL
1160,z,NN,hoe,n,0,0,hoe#1,a tool with a flat blade attached at right angles to a long handle
1161,NULL,RB,yes,NULL,NULL,NULL,NULL,NULL
1161,NULL,NP,sie,NULL,NULL,NULL,NULL,NULL
1162,p,NNS,chips,n,0.125,0,fries#1 french_fries#1 french-fried_potatoes#1 chips#1,strips of potato fried in deep fat
1163,p,JJ,fair,a,0.625,0,just#3 fair#1,"free from favoritism or self-interest or bias or deception; conforming with established standards or rules; ""a fair referee""; ""fair deal""; ""on a fair footing""; ""a fair fight""; ""by fair means or foul"""
1163,z,NN,port,n,0,0,port#1,a place (seaport or airport) where people and merchandise can enter or leave a country
1164,z,NN,horowitz,n,0,0,vladimir_horowitz#1 horowitz#1,Russian concert pianist who was a leading international virtuoso (1904-1989)
1165,z,NN,ball,n,0,0,ball#1,"round object that is hit or thrown or kicked in games; ""the ball travelled 90 mph on his serve""; ""the mayor threw out the first ball""; ""the ball rolled into the corner pocket"""
1166,z,VB,let,v,0,0,permit#2 let#1 allow#1,"make it possible through a specific action or lack of action for something to happen; ""This permits the water to rush in""; ""This sealed door won't allow the water come into the basement""; ""This will permit the rain to run off"""
1166,NULL,KK,mein,NULL,NULL,NULL,NULL,NULL
1167,NULL,NN,bobo,NULL,NULL,NULL,NULL,NULL
1168,z,NN,gizmo,n,0.125,0.125,widget#1 whatsis#1 whatchamacallum#1 whatchamacallit#1 thingummy#1 thingumajig#1 thingumabob#1 thingmajig#1 thingmabob#1 thingamajig#1 thingamabob#1 gubbins#1 gizmo#1 gismo#1 gimmick#2 doojigger#1 doohickey#1 doodad#1,"something unspecified whose name is either forgotten or not known; ""she eased the ball-shaped doodad back into its socket""; ""there may be some great new gizmo around the corner that you will want to use"""
1169,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1170,z,NNS,dolphins,n,0,0,mahimahi#2 dolphinfish#2 dolphin#1,large slender food and game fish widely distributed in warm seas (especially around Hawaii)
1171,NULL,NNP,garcia,NULL,NULL,NULL,NULL,NULL
1172,z,OD,tenth,n,0,0,tenth_part#1 tenth#1 ten_percent#1 one-tenth#1,a tenth part; one part in ten equal parts
1172,NULL,NNP,ree,NULL,NULL,NULL,NULL,NULL
1173,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1173,z,NN,kota,n,0,0,kotar#1 kota#1,a member of the Dravidian people living in the Nilgiri Hills in southern India
1174,z,NNP,sam,n,0,0,surface-to-air_missile#1 sam#1,a guided missile fired from land or shipboard against an airborne target
1175,NULL,NN,gaj,NULL,NULL,NULL,NULL,NULL
1176,NULL,NNP,lil,NULL,NULL,NULL,NULL,NULL
1176,NULL,NP,kimm,NULL,NULL,NULL,NULL,NULL
1177,NULL,KK,mallari,NULL,NULL,NULL,NULL,NULL
1178,z,NN,takeover,n,0,0,takeover#1 putsch#1 coup_d'etat#1 coup#1,a sudden and decisive change of government illegally or by force
1179,NULL,NN,nig,NULL,NULL,NULL,NULL,NULL
1179,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1180,NULL,JJ,gay,NULL,NULL,NULL,NULL,NULL
1180,z,NN,anil,n,0,0,indigotin#1 indigo#1 anil#1,a blue dye obtained from plants or made synthetically
1181,z,NN,Bi,n,0,0,bismuth#1 bi#1 atomic_number_83#1,a heavy brittle diamagnetic trivalent metallic element (resembles arsenic and antimony chemically); usually recovered as a by-product from ores of other metals
1181,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1182,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1182,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1183,NULL,NN,tino,NULL,NULL,NULL,NULL,NULL
1184,NULL,NN,nik,NULL,NULL,NULL,NULL,NULL
1185,p,JJ,sexy,a,0.625,0,sexy#1,"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes"""
1186,z,NP,april,n,0,0,april#1 apr#1,the month following March and preceding May
1187,NULL,NNP,shorty,NULL,NULL,NULL,NULL,NULL
1188,z,MD,may,n,0,0,may#1,the month following April and preceding June
1189,NULL,NN,wildwood,NULL,NULL,NULL,NULL,NULL
1190,z,NN,teacher,n,0,0,teacher#1 instructor#1,a person whose occupation is teaching
1191,NULL,NNP,cory,NULL,NULL,NULL,NULL,NULL
1192,z,NN,person,n,0,0,soul#2 someone#1 somebody#1 person#1 mortal#1 individual#1,"a human being; ""there was too much for one person to do"""
1193,z,NN,america,n,0,0,usa#1 us#1 united_states_of_america#1 united_states#1 u.s.a.#1 u.s.#2 the_states#1 america#1,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
1194,p,NN,fucker,n,0.125,0,fucker#1,someone who engages in sexual intercourse
1195,z,VBG,dancing,v,0,0,dance#1,"move in a graceful and rhythmical way; ""The young girl danced into the room"""
1196,z,NN,falcons,n,0,0,falcon#1,diurnal birds of prey having long pointed powerful wings adapted for swift flight
1197,NULL,NNP,mikey,NULL,NULL,NULL,NULL,NULL
1198,z,NN,model,n,0,0,theoretical_account#1 model#1 framework#1,"a hypothetical description of a complex entity or process; ""the computer program was based on a model of the circulatory and respiratory systems"""
1199,NULL,NNP,ame,NULL,NULL,NULL,NULL,NULL
1200,NULL,NNP,valerie,NULL,NULL,NULL,NULL,NULL
1201,NULL,NNP,hilary,NULL,NULL,NULL,NULL,NULL
1202,z,NN,belly,n,0,0,venter#2 stomach#2 belly#1 abdomen#1,the region of the body of a vertebrate between the thorax and the pelvis
1202,z,NNS,peas,n,0,0,pea#1,seed of a pea plant used for food
1203,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1203,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1203,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
1204,p,NN,training,n,0.125,0,training#1 preparation#6 grooming#1,activity leading to skilled behavior
1205,z,NN,porn,n,0,0,smut#5 pornography#1 porno#1 porn#1 erotica#1,creative activity (writing or pictures or films etc.) of no literary or artistic value other than to stimulate sexual desire
1206,z,NN,chin,n,0,0,mentum#2 chin#1,the protruding part of the lower jaw
1206,NULL,NN,ita,NULL,NULL,NULL,NULL,NULL
1207,z,NN,Fri,n,0,0,friday#1 fri#1,the sixth day of the week; the fifth working day
1208,z,NN,cotan,n,0,0,cotangent#1 cotan#1,ratio of the adjacent to the opposite side of a right-angled triangle
